รหัสพัสดุ,ชื่อพัสดุ,หน่วย,ราคากลาง,ราคามาตรฐาน,Ref_เหนือ,Ref_อีสาน,Ref_กลาง,Ref_ใต้,Std_เหนือ,Std_อีสาน,Std_กลาง,Std_ใต้
1060020006,"VT, 1 P, O/D, 22,000/230 V., 5 KVA.",EA,,18000,,,,,,,,
1060020007,"VT,1 P,O/D, 22 KV./110 V.CL. 0.5,50 VA.",EA,13780,13780,,,,,,,,
1060020100,"VT,1 P O/D,33,000/110 V.CL0.5, 25 VA.",EA,,15780,,,,,,,,
1060020104,"VT, 1 P, O/D,  33,000/230 V., 5 KVA.",EA,,19240,,,,,,,,
1060020105,"VT,1 P,O/D, 33 KV./110 V.CL. 0.5,50 VA.",EA,17140,17210,,,,,,,,
1060020150,"VT3P, O/D,33000/110 V10VA.,-220V.500VA.",EA,,35650,,,,,,,,
1060030000,"CT,L.T., 50/5 A.CL 0.5, 5 VA.",EA,,700,,,,,,,,
1060030001,"CT, L.T., 100/5 A.CL 0.5, 5 VA.",EA,,542,,,,,,,,
1060030002,"CT,L.T., 200/5 A.CL 0.5, 5 VA.",EA,,700,,,,,,,,
1060030003,"CT,L.T., 250/5 A.CL 0.5, 5 VA.",EA,578,578,,,,,,,,
1060030005,"CT,L.T., 400/5 A.CL 0.5, 5 VA.",EA,646,646,,,,,,,,
1060030100,"CT,O/D,L.T., 150/5 A.CL 0.5, 5 VA.",EA,651,651,,,,,,,,
1060030101,"CT,O/D,L.T.,500-1,000/5 A.CL 0.5,5 VA",EA,,700,,,,,,,,
1060030104,"CT,O/D,L.T.,800-1,600/5 A.CL 0.5,5 VA",EA,,700,,,,,,,,
1060040000,"CT,O/D,22 KV., 5/5 A.CL 0.5, 10 VA.",EA,,10000,,,,,,,,
1060040001,"CT,O/D,22 KV., 10/5 A.CL 0.5, 10 VA.",EA,,10110,,,,,,,,
1060040002,"CT,O/D,22 KV., 20/5 A.CL 0.5, 10 VA.",EA,,9000,,,,,,,,
1060040003,"CT,O/D,22 KV., 30/5 A.CL 0.5, 10 VA.",EA,,7910,,,,,,,,
1060040004,"CT,O/D,22 KV., 50/5 A.CL 0.5, 10 VA.",EA,,9085,,,,,,,,
1060040005,"CT,O/D,22 KV., 75/5 A.CL 0.5, 10 VA.",EA,,9100,,,,,,,,
1060040006,"CT,O/D,22 KV., 100/5 A.CL 0.5, 10 VA.",EA,,8048,,,,,,,,
1060040007,"CT,O/D,22 KV., 150/5 A.CL 0.5, 10 VA.",EA,,8500,,,,,,,,
1060040008,"CT,O/D,22 KV., 200/5 A.CL 0.5, 10 VA.",EA,,9269,,,,,,,,
1060040009,"CT,O/D,22 KV., 300/5 A.CL 0.5, 10 VA.",EA,,8300,,,,,,,,
1060040010,"CT,O/D,22 KV., 400/5 A.CL 0.5, 10 VA.",EA,,8505,,,,,,,,
1060040011,"CT,O/D,22 KV., 500/5 A.CL 0.5, 10 VA.",EA,,8294,,,,,,,,
1060040012,"CT,O/D,22 KV., 50-100/5 A.CL 0.5,10 VA.",EA,,14500,,,,,,,,
1060040013,"CT,O/D,22 KV., 75-150/5 A.CL 0.5,10 VA.",EA,,14500,,,,,,,,
1060040017,"CT,O/D,22 KV., 600/5 A. CALSS 0.5,10 VA",EA,,8221,,,,,,,,
1060040019,"CT,O/D, 22 KV.10/5 A.CL.0.5, 30 VA.",EA,10440,10440,,,,,,,,
1060040020,"CT,O/D, 22 KV.20/5 A.CL.0.5, 30 VA.",EA,10450,10450,,,,,,,,
1060040021,"CT,O/D, 22 KV.30/5 A.CL.0.5, 30 VA.",EA,10460,10460,,,,,,,,
1060040022,"CT,O/D, 22 KV.50/5 A.CL.0.5, 30 VA.",EA,10480,10480,,,,,,,,
1060040023,"CT,O/D, 22 KV.75/5 A.CL.0.5, 30 VA.",EA,10560,10560,,,,,,,,
1060040024,"CT,O/D, 22 KV.100/5 A.CL.0.5, 30 VA.",EA,10600,10600,,,,,,,,
1060040025,"CT,O/D,22 KV.150/5 A.CL.0.5, 30 VA.",EA,10780,10840,,,,,,,,
1060040026,"CT,O/D,22 KV.200/5 A.CL.0.5, 30 VA.",EA,10910,11510,,,,,,,,
1060040027,"CT,O/D,22 KV.300/5 A.CL.0.5, 30 VA.",EA,11140,12100,,,,,,,,
1060040028,"CT,O/D,22 KV.400/5 A.CL.0.5, 30 VA.",EA,11370,12430,,,,,,,,
1060040029,"CT,O/D 22 KV. 500/5 A. CL.05, 30 VA.",EA,11660,12750,,,,,,,,
1060040030,"CT,O/D 22 KV. 600/5 A. CL.05, 30 VA.",EA,11890,12640,,,,,,,,
1060040100,"CT,O/D,33 KV., 5/5 A.CL 0.5, 10 VA.",EA,,15300,,,,,,,,
1060040101,"CT,O/D,33 KV., 10/5 A.CL 0.5, 10 VA.",EA,,18690,,,,,,,,
1060040102,"CT,O/D,33 KV., 20/5 A.CL 0.5, 10 VA.",EA,,14960,,,,,,,,
1060040103,"CT,O/D,33 KV., 30/5 A.CL 0.5, 10 VA.",EA,,11170,,,,,,,,
1060040104,"CT,O/D,33 KV., 50/5 A.CL 0.5, 10 VA.",EA,,11910,,,,,,,,
1060040105,"CT,O/D,33 KV., 75/5 A.CL 0.5, 10 VA.",EA,,12450,,,,,,,,
1060040106,"CT,O/D,33 KV., 100/5 A.CL 0.5, 10 VA.",EA,,12420,,,,,,,,
1060040107,"CT,O/D,33 KV., 150/5 A.CL 0.5, 10 VA.",EA,,12420,,,,,,,,
1060040108,"CT,O/D,33 KV., 200/5 A.CL 0.5, 10 VA.",EA,,12420,,,,,,,,
1060040109,"CT,O/D,33 KV., 300/5 A.CL 0.5, 10 VA.",EA,,12420,,,,,,,,
1060040110,"CT,O/D,33 KV., 400/5 A.CL 0.5, 10 VA.",EA,,13250,,,,,,,,
1060040112,"CT,O/D 33KV. 10/5 A.CL. 0.5 30 VA.",EA,15690,15690,,,,,,,,
1060040113,"CT,O/D 33KV. 20/5 A.CL. 0.5 30 VA.",EA,15700,15700,,,,,,,,
1060040114,"CT,O/D 33KV. 30/5 A.CL. 0.5 30 VA.",EA,15700,15830,,,,,,,,
1060040115,"CT,O/D 33KV. 50/5 A.CL. 0.5 30 VA.",EA,15710,15710,,,,,,,,
1060040116,"CT,O/D 33KV. 75/5 A.CL. 0.5 30 VA.",EA,15740,15740,,,,,,,,
1060040117,"CT,O/D 33KV. 100/5 A.CL. 0.5 30 VA.",EA,15760,16040,,,,,,,,
1060040118,"CT,O/D 33KV. 150/5 A.CL. 0.5 30 VA.",EA,15810,16000,,,,,,,,
1060040119,"CT,O/D 33KV. 200/5 A.CL. 0.5 30 VA.",EA,15840,16660,,,,,,,,
1060040120,"CT,O/D 33KV. 300/5 A.CL. 0.5 30 VA.",EA,16640,16640,,,,,,,,
1060040121,"CT,O/D 33KV. 400/5 A.CL. 0.5 30 VA.",EA,16740,16740,,,,,,,,
1060050000,"METER,WATTHOUR,1 P,2 W 3(9)A.,O/D",EA,,693,,,,,,,,
1060050001,"METER,WATTHOUR,1 P,2 W 5(15)A.,O/D",EA,,311,,,,,,,,
1060050002,"METER,WATTHOUR,1 P,2 W 10(30)A.,O/D",EA,,693,,,,,,,,
1060050003,"METER,WATTHOUR,1 P,2 W 20(40)A.,O/D",EA,,750,,,,,,,,
1060050005,"METER,WATTHOUR,1 P,2 W 30(60)A.,O/D",EA,,930,,,,,,,,
1060050007,"METER,WATTHOUR,1 P,2 W 50(100)A.,O/D",EA,,1205,,,,,,,,
1060050009,"METER,WATTHOUR 1 P, 2 W 15(45) A. O/Dm",EA,,541,,,,,,,,
1060050010,"METER,WATTHOUR 1 P, 2 W 30(100)A. O/D",EA,,1161,,,,,,,,
1060050011,"METER,WATTHOUR,1P,2W 5(15) A.,CUSTOMER'S",EA,,307,,,,,,,,
1060050012,METER (E) WATTHOUR 1P 5(15)A O/D W/O ANT,EA,,518,,,,,,,,
1060050013,METER(E) WATTHOUR 1P 15(45)A O/D W/O ANT,EA,,545,,,,,,,,
1060050014,METER(E)WATTHOUR 1P 30(100)A O/D W/O ANT,EA,,1268,,,,,,,,
1060050015,METER (E) WATTHOUR 1P 5(15)A O/D,EA,,536,,,,,,,,
1060050016,METER (E) WATTHOUR 1P 15(45)A O/D ANT,EA,,551,,,,,,,,
1060050019,METER (E) WATTHOUR 1P 5(100) A O/D BLE,EA,435,435,,,,,,,,
1060050100,"METER,WATTHOUR,3P,3 WIRE 100 OR110 V.5A.",EA,,4730,,,,,,,,
1060050102,"METER,WATTHOUR,3 P,4 W 380/220 V. 10 A.",EA,,1764,,,,,,,,
1060050103,"METER,WATTHOUR,3P,4 W380/220 V.20(40) A.",EA,,1764,,,,,,,,
1060050107,"METER,WATTHOUR 3P 4 W 380/220 V.15(45)A.",EA,,1264,,,,,,,,
1060050108,"METER,WATTHOUR 3P 4W 380/220 V.30(100)A.",EA,,1701,,,,,,,,
1060050111,METER (E) WATTHOUR 3P 5(100) A O/D BLE,EA,1395,1395,,,,,,,,
1060060300,"DEMAND METER,CUMU.,110 V. 5 A(CT.,PT.)",EA,,4477,,,,,,,,
1060060301,"DEMAND METER,CUMU.,380/220 V. 5 A.(CT.)",EA,,5897,,,,,,,,
1060060302,"DEMAND METER,CUMU.,380/220 V. 50 A.",EA,,10150,,,,,,,,
1060060304,"DEMAND METER,CUMU.,110/64 V 5 A(CT.,PT.)",EA,,10150,,,,,,,,
1060070400,"METER,VAR-HOUR,3 P,3 W 110 V. 5 A.",EA,,4306,,,,,,,,
1060070500,"METER,WATTHOUR,TRANS,3 P 3 W,110 V. 5 A.",EA,,12500,,,,,,,,
1060070501,"METER,VAR-HOUR,TRANS,3 P 3 W 110 V. 5 A.",EA,,17960,,,,,,,,
1060070502,"METER,TOU 3 P 3 W 110 V. 5 A.",EA,,8073,,,,,,,,
1060070503,"METER,TOU 3 P 4 W 110/64 V.5 A.",EA,,10240,,,,,,,,
1060070504,"MEASURING UNIT READER,T.O.U.METER",EA,,83210,,,,,,,,
1060070505,TELECOUNTING INSTRUMENT,EA,,384700,,,,,,,,
1060070507,"METER, TOU 3 P 4 W 380/220 V. 5 A.",EA,,6043,,,,,,,,
1060070509,"METER, TOU 3-P 4-W 380/220 V. 10(100) A.",EA,,5944,,,,,,,,
1060070510,"METER, TOU 1-P 2-W 220 V. 10(100) A.",EA,,7691,,,,,,,,
1060070511,"GSM/GPRS MODEM,FOR CONNECTING TOU. METER",EA,4689,4750,,,,,,,,
1060070512,"METER, TOU,3P 3W 110V 5 A (AMR)",EA,,6049,,,,,,,,
1060070513,"METER, TOU,3P 4W 63.5/110V 5 A (AMR)",EA,,12210,,,,,,,,
1060070514,"METER, TOU,3P 4W 220/380V 5(6) A(AMR)",EA,,5384,,,,,,,,
1060070515,"METER TOU,3P 4W 220/380 V 10(100) A(AMR)",EA,,6272,,,,,,,,
1060070516,"METER TOU,1P 2W 220 V 10(100) A(AMR)",EA,,6095,,,,,,,,
1060070518,METER.AMR3P3W110V5A (FUNC),EA,6074,6224,,,,,,,,
1060070519,METER.AMR3P4W 63.5/110V 5A (FUNC),EA,16450,17050,,,,,,,,
1060070520,METER.AMR 3P4W 220/380V 5A (FUNC),EA,6074,6256,,,,,,,,
1060070700,METER SMART 1P 2W 230V 5(45)A PLC,EA,1950,2003,,,,,,,,
1060070701,METER SMART 1P 2W 230V 5(45)A RF,EA,,2000,,,,,,,,
1060070702,METER SMART 1P 2W 230V 5(45)A GPRS,EA,,2300,,,,,,,,
1060070703,METER SMART 1P 2W 230V 5(100)A PLC,EA,2333,2383,,,,,,,,
1060070704,METER SMART 1P 2W 230V 5(100)A RF,EA,,2100,,,,,,,,
1060070705,METER SMART 1P 2W 230V 5(100)A GPRS,EA,,2400,,,,,,,,
1060070706,METER SMART 3P 4W 230/400V 5(45)A PLC,EA,2573,2839,,,,,,,,
1060070707,METER SMART 3P 4W 230/400V 5(45)A RF,EA,,3400,,,,,,,,
1060070708,METER SMART 3P 4W 230/400V 5(45)A GPRS,EA,,3700,,,,,,,,
1060070709,METER SMART 3P 4W 230/400V 5(100)A PLC,EA,3034,3034,,,,,,,,
1060070710,METER SMART 3P 4W 230/400V 5(100)A RF,EA,,3400,,,,,,,,
1060070711,METER SMART 3P 4W 230/400V 5(100)A GPRS,EA,,3700,,,,,,,,
1060070712,METER SMART 3P 4W 230/400V 5(6)A RF,EA,,3600,,,,,,,,
1060070713,METER SMART 3P 4W 230/400V 5(6)A GPRS,EA,2122,2379,,,,,,,,
1060070714,METER SMART 3P 4W 66.4/115V 5(6)A RF,EA,,3800,,,,,,,,
1060070715,METER SMART 3P 4W 66.4/115V 5(6)A GPRS,EA,,3950,,,,,,,,
1060070716,METER SMART 3P 3W 3x110V 5(6)A RF,EA,,3800,,,,,,,,
1060070717,METER SMART 3P 3W 3x110V 5(6)A GPRS,EA,3879,3879,,,,,,,,
1060070718,DCU for AMI with PLC,EA,,12000,,,,,,,,
1060070719,DCU for AMI with RF,EA,,12000,,,,,,,,
1060100000,"CABLE PLATE, SIZE 2X20X20 CM.",EA,31.8,31.8,,,,,,,,
1060100001,"METER PLATE, SIZE 2X20X60 CM.",EA,95.3,95.3,,,,,,,,
1060100002,"METER PLATE, SIZE 2X20X120 CM.",EA,191,191,,,,,,,,
1060100003,"METER PLATE, SIZE 2X20X30 CM.",EA,,88,,,,,,,,
1060100004,SEALING LEAD FOR WATTHOUR METER,EA,,168,,,,,,,,
1060100005,SEALING WIRE,EA,,1.62,,,,,,,,
1060100006,"AL CABINET,O/D,FOR 3 P WATTHOUR METER",EA,,1053,,,,,,,,
1060100007,"AL CABINET,O/D,FOR 3 P DEMAND METER",EA,,820,,,,,,,,
1060100008,"ST. CABINET,WATTHOUR METER WITH L.T.,CT",EA,891,1135,,,,,,,,
1060100009,"ST. CABINET,OUTDOOR,FOR TOU METER",EA,,1380,,,,,,,,
1060100011,"ST. CABINET,O/D,TELECOUNTING INSTRUMENT",EA,,6875,,,,,,,,
1060100012,"PLIERS,FOR METER'S SEALING LEAD",EA,,547,,,,,,,,
1060100013,"BAG,LEATHER,FOR PLIERS",EA,,442,,,,,,,,
1060100014,"AL PLATE, SIZE 0.5 X 15 X 100 MM.",EA,0.63,0.85,,,,,,,,
1060100015,"SECURITY SEALS, O/D",KG,,5.5,,,,,,,,
1060100016,"AL.CABINET,O/D,TOU AMR(H.V.CT.)",EA,,2702,,,,,,,,
1060100017,"ST.CABINET,O/D,TOU AMR WITH L.V.CT.",EA,,2942,,,,,,,,
1060100019,SECURITY SEALS. O/D,EA,,3.17,,,,,,,,
1060100020,"AL. CABINET, O/D 3P WATTHOUR&TOU METER",EA,1214,1214,,,,,,,,
1060100021,ลวดร้อยตราตะกั่ว,M,2.45,2.45,,,,,,,,
1060100022,SEALING LEAD FOR WATTHOUR METER,KG,252,252,,,,,,,,
1060110000,"JUNCTION BOX, FOR 115 KV CT",EA,,61680,,,,,,,,
1070010005,"SET OF LUMINAIRE,2X36 W,LOW LOSS BALLAST",EA,,3795,,,,,,,,
1070010104,"POST TOP LUMINAIRE, MERCURY,1X125 WATTS",EA,,4374,,,,,,,,
1070010107,"SET OF LUMINAIRE,MERCURY,TYPE3,1X80WATTS",EA,,3748,,,,,,,,
1070010301,"STREET LIGHTING SET,H SODIUM,1X70 W ACC.",EA,,3130,,,,,,,,
1070010400,"STREET LIGHTING SET,LED, 20 W, ACC.",EA,,4445,,,,,,,,
1070010401,"STREET LIGHTING SET,LED G13,2X20 W,ACC",EA,,3783,,,,,,,,
1070010504,"LED STREET LIGHT 13200 lm, 94W, POLE 7m",EA,,11500,,,,,,,,
1070020020,"LAMP,HIGH PRESSURE SODIUM, 70 WATTS",EA,,439,,,,,,,,
1070030000,"FUSE,FITTING FOR D-CARTRIDGE,500 V. 25 A",EA,,113,,,,,,,,
1070030100,"FUSE LINK,D TYPE,500 V. 2 A.",EA,,36.4,,,,,,,,
1070030201,"TIME SWITCH,1 CIRCUIT,O/D FOR 220 V 20 A",EA,,2000,,,,,,,,
1070030202,"TIME SWITCH,1 CIRCUIT,O/D FOR 220 V 30 A",EA,,2150,,,,,,,,
1070030204,"TIME SWITCH,1 CIRCUIT,O/D FOR 220 V 40 A",EA,,2300,,,,,,,,
1070030208,"TIME SWITCH,3 P 4 W 380/220 V. 5 A.",EA,,3900,,,,,,,,
1070030209,"PHOTOELECTRIC CONTROLS SET, 30 A,ACC.",EA,,2737,,,,,,,,
1070030210,"PHOTOELECTRIC CONTROLS,O/D,500 WATTS",EA,,296,,,,,,,,
1080040001,"CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216",EA,22.8,22.8,,,,,,,,
1080040002,"CONDUIT,PVC,RIGID, 20X4000 MM.TIS.216",EA,,51.7,,,,,,,,
1080040003,"CONDUIT,PVC,RIGID, 65X1000 MM.TIS.216",EA,58.5,60.5,,,,,,,,
1080040005,"CONDUIT,PVC,RIGID, 20X2,000 MM. TIS.216",EA,19.5,20.2,,,,,,,,
1080040006,"CONDUIT,PVC,RIGID, 40X200 MM. TIS.216",EA,8.68,9.43,,,,,,,,
1080050013,"CONDUIT, HDPE PN 6.3 , 160 MM. TIS.982",EA,,3770,,,,,,,,
1080050800,CABLE TRAY FOR LAYING TELECOM CABLE,PAK,,2366,,,,,,,,
1080060000,"SOLAR PV PANEL, 480 W",EA,,6377,,,,,,,,
1080060101,"STRUCTURE,ROOFTOP SOLAR,3kW,C-PAC",EA,,5478,,,,,,,,
1080060102,"STRUCTURE,ROOFTOP SOLAR,3kW,FLAT SLAP",EA,,21670,,,,,,,,
1080060103,"STRUCTURE,ROOFTOP SOLAR,3kW,METAL SHEET",EA,,4745,,,,,,,,
1080060104,"STRUCTURE,ROOFTOP SOLAR,3kW,CORRUGATED",EA,,4220,,,,,,,,
1080060105,"STRUCTURE,ROOFTOP SOLAR,5kW,C-PAC",EA,,9003,,,,,,,,
1080060106,"STRUCTURE,ROOFTOP SOLAR,5kW,FLAT SLAP",EA,,36380,,,,,,,,
1080060107,"STRUCTURE,ROOFTOP SOLAR,5kW,METAL SHEET",EA,,7786,,,,,,,,
1080060108,"STRUCTURE,ROOFTOP SOLAR,5kW,CORRUGATED",EA,,6910,,,,,,,,
1080060109,"STRUCTURE,ROOFTOP SOLAR,10kW,C-PAC",EA,,16920,,,,,,,,
1080060110,"STRUCTURE,ROOFTOP SOLAR,10kW,FLAT SLAP",EA,,68060,,,,,,,,
1080060111,"STRUCTURE,ROOFTOP SOLAR,10kW,METAL SHEET",EA,,14250,,,,,,,,
1080060112,"STRUCTURE,ROOFTOP SOLAR,10kW,CORRUGATED",EA,,12590,,,,,,,,
1080060200,"GRID CONNECTED INVERTER, 1P, 3 kW",EA,,26250,,,,,,,,
1080060201,"GRID CONNECTED INVERTER, 1P, 5 kW",EA,,38000,,,,,,,,
1080060202,"GRID CONNECTED INVERTER, 3P, 10 kW",EA,,58050,,,,,,,,
1080060203,"GRID CONNECTED INVERTER, 3P, 5 kW",EA,,39380,,,,,,,,
1090250035,STRAIN CLAMP STRAIGHT COVERS,EA,,570,,,,,,,,
1090250036,SPLICING SLEEVE TENSION COVERS,EA,,391,,,,,,,,
1090250037,SPLICING SLEEVE TENSIONLESS COVERS,EA,,327,,,,,,,,
1090250038,TRANSFORMER BUSHING COVERS,EA,,294,,,,,,,,
1090250039,VOLTAGE TRANSFORMER BUSHING COVERS,EA,,280,,,,,,,,
1090250040,DROPOUT FUSE CUTOUT COVERS,EA,,670,,,,,,,,
1090250041,LIGHTNING ARRESTER COVERS,EA,,110,,,,,,,,
9010010001,"DUCT BANK, SIZE 1X2 HDPE,160 MM. PN.6.3",M,,2101,,,,,,,,
9010010002,"DUCT BANK, SIZE 1X3 HDPE,160 MM. PN.6.3",M,,2790,,,,,,,,
9010010003,"DUCT BANK, SIZE 1X4 HDPE,160 MM. PN.6.3",M,,3494,,,,,,,,
9010010004,"DUCT BANK, SIZE 1X5 HDPE,160 MM. PN.6.3",M,,4183,,,,,,,,
9010010005,"DUCT BANK, SIZE 1X6 HDPE,160 MM. PN.6.3",M,,4886,,,,,,,,
9010010006,"DUCT BANK, SIZE 2X1 HDPE,160 MM. PN.6.3",M,,2038,,,,,,,,
9010010007,"DUCT BANK, SIZE 2X2 HDPE,160 MM. PN.6.3",M,,3264,,,,,,,,
9010010008,"DUCT BANK, SIZE 2X3 HDPE,160 MM. PN.6.3",M,,4496,,,,,,,,
9010010009,"DUCT BANK, SIZE 2X4 HDPE,160 MM. PN.6.3",M,,5724,,,,,,,,
9010010010,"DUCT BANK, SIZE 2X5 HDPE,160 MM. PN.6.3",M,,6953,,,,,,,,
9010010011,"DUCT BANK, SIZE 2X6 HDPE,160 MM. PN.6.3",M,,8179,,,,,,,,
9010010012,"DUCT BANK, SIZE 3X1 HDPE,160 MM. PN.6.3",M,,2666,,,,,,,,
9010010013,"DUCT BANK, SIZE 3X2 HDPE,160 MM. PN.6.3",M,,4435,,,,,,,,
9010010014,"DUCT BANK, SIZE 3X3 HDPE,160 MM. PN.6.3",M,,6189,,,,,,,,
9010010015,"DUCT BANK, SIZE 3X4 HDPE,160 MM. PN.6.3",M,,7955,,,,,,,,
9010010016,"DUCT BANK, SIZE 3X5 HDPE,160 MM. PN.6.3",M,,9709,,,,,,,,
9010010017,"DUCT BANK, SIZE 3X6 HDPE,160 MM. PN.6.3",M,,11480,,,,,,,,
9010010018,"DUCT BANK, SIZE 4X1 HDPE,160 MM. PN.6.3",M,,3309,,,,,,,,
9010010019,"DUCT BANK, SIZE 4X2 HDPE,160 MM. PN.6.3",M,,5600,,,,,,,,
9010010020,"DUCT BANK, SIZE 4X3 HDPE,160 MM. PN.6.3",M,,7892,,,,,,,,
9010010021,"DUCT BANK, SIZE 4X4 HDPE,160 MM. PN.6.3",M,,10180,,,,,,,,
9010010022,"DUCT BANK, SIZE 4X5 HDPE,160 MM. PN.6.3",M,,12480,,,,,,,,
9010010023,"DUCT BANK, SIZE 4X6 HDPE,160 MM. PN.6.3",M,,14650,,,,,,,,
9010010024,"DUCT BANK, SIZE 5X1 HDPE,160 MM. PN.6.3",M,,3937,,,,,,,,
9010010025,"DUCT BANK, SIZE 5X2 HDPE,160 MM. PN.6.3",M,,6768,,,,,,,,
9010010026,"DUCT BANK, SIZE 5X3 HDPE,160 MM. PN.6.3",M,,9585,,,,,,,,
9010010027,"DUCT BANK, SIZE 5X4 HDPE,160 MM. PN.6.3",M,,12420,,,,,,,,
9010010028,"DUCT BANK, SIZE 5X5 HDPE,160 MM. PN.6.3",M,,15230,,,,,,,,
9010010029,"DUCT BANK, SIZE 5X6 HDPE,160 MM. PN.6.3",M,,18060,,,,,,,,
9010010030,"DUCT BANK, SIZE 6X1 HDPE,160 MM. PN.6.3",M,,4578,,,,,,,,
9010010031,"DUCT BANK, SIZE 6X2 HDPE,160 MM. PN.6.3",M,,7934,,,,,,,,
9010010032,"DUCT BANK, SIZE 6X3 HDPE,160 MM. PN.6.3",M,,11290,,,,,,,,
9010010033,"DUCT BANK, SIZE 6X4 HDPE,160 MM. PN.6.3",M,,14640,,,,,,,,
9010010034,"DUCT BANK, SIZE 6X5 HDPE,160 MM. PN.6.3",M,,18000,,,,,,,,
9010010035,"DUCT BANK, SIZE 6X6 HDPE,160 MM. PN.6.3",M,,21350,,,,,,,,
9010020001,"DUCT BANK, SIZE 1X2 HDPE,200 MM. PN.6.3",M,,2440,,,,,,,,
9010020002,"DUCT BANK, SIZE 1X3 HDPE,200 MM. PN.6.3",M,,3281,,,,,,,,
9010020003,"DUCT BANK, SIZE 1X4 HDPE,200 MM. PN.6.3",M,,4117,,,,,,,,
9010020004,"DUCT BANK, SIZE 1X5 HDPE,200 MM. PN.6.3",M,,4964,,,,,,,,
9010020005,"DUCT BANK, SIZE 1X6 HDPE,200 MM. PN.6.3",M,,5770,,,,,,,,
9010020006,"DUCT BANK, SIZE 2X1 HDPE,200 MM. PN.6.3",M,,2374,,,,,,,,
9010020007,"DUCT BANK, SIZE 2X2 HDPE,200 MM. PN.6.3",M,,3870,,,,,,,,
9010020008,"DUCT BANK, SIZE 2X3 HDPE,200 MM. PN.6.3",M,,5369,,,,,,,,
9010020009,"DUCT BANK, SIZE 2X4 HDPE,200 MM. PN.6.3",M,,6865,,,,,,,,
9010020010,"DUCT BANK, SIZE 2X5 HDPE,200 MM. PN.6.3",M,,8362,,,,,,,,
9010020011,"DUCT BANK, SIZE 2X6 HDPE,200 MM. PN.6.3",M,,9858,,,,,,,,
9010020012,"DUCT BANK, SIZE 3X1 HDPE,200 MM. PN.6.3",M,,3160,,,,,,,,
9010020013,"DUCT BANK, SIZE 3X2 HDPE,200 MM. PN.6.3",M,,5306,,,,,,,,
9010020014,"DUCT BANK, SIZE 3X3 HDPE,200 MM. PN.6.3",M,,7465,,,,,,,,
9010020015,"DUCT BANK, SIZE 3X4 HDPE,200 MM. PN.6.3",M,,9610,,,,,,,,
9010020016,"DUCT BANK, SIZE 3X5 HDPE,200 MM. PN.6.3",M,,11770,,,,,,,,
9010020017,"DUCT BANK, SIZE 3X6 HDPE,200 MM. PN.6.3",M,,13920,,,,,,,,
9010020018,"DUCT BANK, SIZE 4X1 HDPE,200 MM. PN.6.3",M,,3935,,,,,,,,
9010020019,"DUCT BANK, SIZE 4X2 HDPE,200 MM. PN.6.3",M,,6742,,,,,,,,
9010020020,"DUCT BANK, SIZE 4X3 HDPE,200 MM. PN.6.3",M,,9550,,,,,,,,
9010020021,"DUCT BANK, SIZE 4X4 HDPE,200 MM. PN.6.3",M,,12360,,,,,,,,
9010020022,"DUCT BANK, SIZE 4X5 HDPE,200 MM. PN.6.3",M,,15170,,,,,,,,
9010020023,"DUCT BANK, SIZE 4X6 HDPE,200 MM. PN.6.3",M,,17970,,,,,,,,
9010020024,"DUCT BANK, SIZE 5X1 HDPE,200 MM. PN.6.3",M,,4718,,,,,,,,
9010020025,"DUCT BANK, SIZE 5X2 HDPE,200 MM. PN.6.3",M,,8177,,,,,,,,
9010020026,"DUCT BANK, SIZE 5X3 HDPE,200 MM. PN.6.3",M,,11650,,,,,,,,
9010020027,"DUCT BANK, SIZE 5X4 HDPE,200 MM. PN.6.3",M,,15100,,,,,,,,
9010020028,"DUCT BANK, SIZE 5X5 HDPE,200 MM. PN.6.3",M,,18570,,,,,,,,
9010020029,"DUCT BANK, SIZE 5X6 HDPE,200 MM. PN.6.3",M,,22030,,,,,,,,
9010020030,"DUCT BANK, SIZE 6X1 HDPE,200 MM. PN.6.3",M,,5492,,,,,,,,
9010020031,"DUCT BANK, SIZE 6X2 HDPE,200 MM. PN.6.3",M,,9613,,,,,,,,
9010020032,"DUCT BANK, SIZE 6X3 HDPE,200 MM. PN.6.3",M,,13730,,,,,,,,
9010020033,"DUCT BANK, SIZE 6X4 HDPE,200 MM. PN.6.3",M,,17850,,,,,,,,
9010020034,"DUCT BANK, SIZE 6X5 HDPE,200 MM. PN.6.3",M,,21970,,,,,,,,
9010020035,"DUCT BANK, SIZE 6X6 HDPE,200 MM. PN.6.3",M,,26090,,,,,,,,
9010030001,CABLE TRENCH TYPE A SIZE 0.80 M.,M,,2906,,,,,,,,
9010030002,CABLE TRENCH TYPE A SIZE 1.00 M.,M,,3385,,,,,,,,
9010030003,CABLE TRENCH TYPE A SIZE 1.20 M.,M,,3870,,,,,,,,
9010030004,CABLE TRENCH TYPE A SIZE 1.50 M.,M,,5318,,,,,,,,
9010030005,CABLE TRENCH TYPE A SIZE 2.00 M.,M,,6683,,,,,,,,
9010030006,CABLE TRENCH TYPE A SIZE 0.80 M. L-SHAPE,M,,2984,,,,,,,,
9010030007,CABLE TRENCH TYPE A SIZE 1.00 M. L-SHAPE,M,,4142,,,,,,,,
